data,hora_inicio,hora_fim,servico_amostra,sentido_amostra,id_veiculo_amostra,flag_reprocessamento,protocolo,datetime_partida_amostra,datetime_chegada_amostra,status,data_apurado,id_veiculo_apurado,servico_apurado,sentido_apurado,datetime_partida_apurado,datetime_chegada_apurado
2022-10-11,18:37:00,22:33:00,483,,31033,1,SMTR202211005194,2022-10-11 18:37:00,2022-10-11 22:33:00,,,,,,,
2022-10-11,18:06:00,18:37:00,486,,31051,1,SMTR202211005193,2022-10-11 18:06:00,2022-10-11 18:37:00,,,,,,,
2022-10-11,06:24:00,08:16:00,486,,31051,1,SMTR202211005190,2022-10-11 06:24:00,2022-10-11 08:16:00,,,,,,,
2022-10-11,07:44:00,08:57:00,483,,31024,1,SMTR202211005188,2022-10-11 07:44:00,2022-10-11 08:57:00,,,,,,,
2022-10-11,06:26:00,07:43:00,483,,31014,1,SMTR202211005184,2022-10-11 06:26:00,2022-10-11 07:43:00,,,,,,,
2022-10-11,09:45:00,11:02:00,483,,31002,1,SMTR202211005180,2022-10-11 09:45:00,2022-10-11 11:02:00,,,,,,,
2022-10-11,15:31:00,17:02:00,SV483,,31002,1,SMTR202211005170,2022-10-11 15:31:00,2022-10-11 17:02:00,,,,,,,
2022-10-11,17:17:00,19:05:00,SV483,,31120,1,SMTR202211005164,2022-10-11 17:17:00,2022-10-11 19:05:00,,,,,,,
2022-10-11,15:31:00,16:49:00,SV483,,3114,1,SMTR202211005161,2022-10-11 15:31:00,2022-10-11 16:49:00,,,,,,,
2022-10-11,22:42:00,23:33:00,SV483,,31051,1,SMTR202211005138,2022-10-11 22:42:00,2022-10-11 23:33:00,,,,,,,
2022-10-11,04:52:00,05:38:00,486,,31088,1,SMTR202211005132,2022-10-11 04:52:00,2022-10-11 05:38:00,,,,,,,
2022-10-11,21:53:00,22:41:00,SV483,,31130,1,SMTR202211005130,2022-10-11 21:53:00,2022-10-11 22:41:00,,,,,,,
2022-10-11,04:04:00,04:50:00,486,,31029,1,SMTR202211005129,2022-10-11 04:04:00,2022-10-11 04:50:00,,,,,,,
2022-10-11,15:02:00,17:00:00,SV483,,31061,1,SMTR202211005128,2022-10-11 15:02:00,2022-10-11 17:00:00,,,,,,,
2022-10-11,17:21:00,19:32:00,SV483,,31005,1,SMTR202211005099,2022-10-11 17:21:00,2022-10-11 19:32:00,,,,,,,
2022-10-11,05:38:00,06:35:00,498,,31018,1,SMTR202211005076,2022-10-11 05:38:00,2022-10-11 06:35:00,,,,,,,
2022-10-11,22:23:00,22:46:00,497,,58163,1,SMTR202211005073,2022-10-11 22:23:00,2022-10-11 22:46:00,,,,,,,
2022-10-11,15:10:00,16:16:00,497,,58111,1,SMTR202211005070,2022-10-11 15:10:00,2022-10-11 16:16:00,,,,,,,
2022-10-11,12:59:00,13:56:00,485,,31163,1,SMTR202211005067,2022-10-11 12:59:00,2022-10-11 13:56:00,,,,,,,
2022-10-11,03:07:00,03:37:00,497,,58098,1,SMTR202211005064,2022-10-11 03:07:00,2022-10-11 03:37:00,,,,,,,
2022-10-11,13:57:00,15:08:00,497,,58053,1,SMTR202211005061,2022-10-11 13:57:00,2022-10-11 15:08:00,,,,,,,
2022-10-11,11:41:00,12:49:00,497,,31139,1,SMTR202211005058,2022-10-11 11:41:00,2022-10-11 12:49:00,,,,,,,
2022-10-11,14:58:00,16:02:00,497,,31139,1,SMTR202211005053,2022-10-11 14:58:00,2022-10-11 16:02:00,,,,,,,
2022-10-11,23:30:00,00:18:00,497,,31023,1,SMTR202211005049,2022-10-11 23:30:00,2022-10-11 00:18:00,,,,,,,
2022-10-11,19:29:00,20:31:00,497,,31023,1,SMTR202211005045,2022-10-11 19:29:00,2022-10-11 20:31:00,,,,,,,
2022-10-11,15:24:00,16:42:00,497,,31023,1,SMTR202211005041,2022-10-11 15:24:00,2022-10-11 16:42:00,,,,,,,
2022-10-11,16:45:00,19:18:00,497,,31023,1,SMTR202211005033,2022-10-11 16:45:00,2022-10-11 19:18:00,,,,,,,
2022-10-11,16:02:00,18:01:00,486,,31147,1,SMTR202211005030,2022-10-11 16:02:00,2022-10-11 18:01:00,,,,,,,
2022-10-11,06:30:00,07:50:00,486,,31127,1,SMTR202211005026,2022-10-11 06:30:00,2022-10-11 07:50:00,,,,,,,
2022-10-11,05:11:00,06:20:00,486,,31100,1,SMTR202211005016,2022-10-11 05:11:00,2022-10-11 06:20:00,,,,,,,
2022-10-11,03:08:00,03:55:00,483,,31158,1,SMTR202211005007,2022-10-11 03:08:00,2022-10-11 03:55:00,,,,,,,
2022-10-11,14:27:00,14:52:00,486,,31084,1,SMTR202211004992,2022-10-11 14:27:00,2022-10-11 14:52:00,,,,,,,
2022-10-11,05:05:00,06:19:00,486,,31071,1,SMTR202211004988,2022-10-11 05:05:00,2022-10-11 06:19:00,,,,,,,
2022-10-11,16:37:00,17:55:00,486,,31051,1,SMTR202211004971,2022-10-11 16:37:00,2022-10-11 17:55:00,,,,,,,
2022-10-11,08:14:00,09:14:00,486,,31048,1,SMTR202211004967,2022-10-11 08:14:00,2022-10-11 09:14:00,,,,,,,
2022-10-11,21:41:00,22:47:00,486,,31042,1,SMTR202211004961,2022-10-11 21:41:00,2022-10-11 22:47:00,,,,,,,
2022-10-11,09:19:00,10:49:00,486,,31028,1,SMTR202211004949,2022-10-11 09:19:00,2022-10-11 10:49:00,,,,,,,
2022-10-11,11:09:00,12:08:00,483,,31162,1,SMTR202211004939,2022-10-11 11:09:00,2022-10-11 12:08:00,,,,,,,
2022-10-11,08:26:00,09:26:00,483,,31150,1,SMTR202211004937,2022-10-11 08:26:00,2022-10-11 09:26:00,,,,,,,
2022-10-11,09:33:00,10:58:00,483,,31130,1,SMTR202211004936,2022-10-11 09:33:00,2022-10-11 10:58:00,,,,,,,
2022-10-11,23:59:00,01:21:00,483,,31128,1,SMTR202211004935,2022-10-11 23:59:00,2022-10-11 01:21:00,,,,,,,
2022-10-11,23:27:00,00:41:00,483,,31127,1,SMTR202211004933,2022-10-11 23:27:00,2022-10-11 00:41:00,,,,,,,
2022-10-11,12:01:00,14:35:00,483,,31082,1,SMTR202211004929,2022-10-11 12:01:00,2022-10-11 14:35:00,,,,,,,
2022-10-11,03:35:00,05:02:00,483,,31048,1,SMTR202211004926,2022-10-11 03:35:00,2022-10-11 05:02:00,,,,,,,
2022-10-11,01:45:00,02:45:00,485,,31157,1,SMTR202211004925,2022-10-11 01:45:00,2022-10-11 02:45:00,,,,,,,
2022-10-11,12:13:00,14:25:00,483,,31024,1,SMTR202211004919,2022-10-11 12:13:00,2022-10-11 14:25:00,,,,,,,
2022-10-11,22:00:00,23:10:00,483,,31017,1,SMTR202211004910,2022-10-11 22:00:00,2022-10-11 23:10:00,,,,,,,
2022-10-11,15:57:00,17:02:00,483,,31005,1,SMTR202211004903,2022-10-11 15:57:00,2022-10-11 17:02:00,,,,,,,
2022-10-11,09:55:00,12:30:00,483,,31005,1,SMTR202211004902,2022-10-11 09:55:00,2022-10-11 12:30:00,,,,,,,
2022-10-11,17:42:00,21:07:00,483,,31002,1,SMTR202211004900,2022-10-11 17:42:00,2022-10-11 21:07:00,,,,,,,
2022-10-11,01:06:00,02:06:00,483,,31146,1,SMTR202211004895,2022-10-11 01:06:00,2022-10-11 02:06:00,,,,,,,
2022-10-11,08:24:00,09:32:00,SV483,,31134,1,SMTR202211004892,2022-10-11 08:24:00,2022-10-11 09:32:00,,,,,,,
2022-10-11,05:04:00,05:31:00,483,,31134,1,SMTR202211004890,2022-10-11 05:04:00,2022-10-11 05:31:00,,,,,,,
2022-10-11,18:04:00,18:43:00,483,,31132,1,SMTR202211004885,2022-10-11 18:04:00,2022-10-11 18:43:00,,,,,,,
2022-10-11,11:04:00,11:50:00,483,,31130,1,SMTR202211004883,2022-10-11 11:04:00,2022-10-11 11:50:00,,,,,,,
2022-10-11,09:51:00,10:27:00,483,,31114,1,SMTR202211004877,2022-10-11 09:51:00,2022-10-11 10:27:00,,,,,,,
2022-10-11,06:23:00,06:50:00,483,,31100,1,SMTR202211004858,2022-10-11 06:23:00,2022-10-11 06:50:00,,,,,,,
2022-10-11,20:38:00,22:28:00,SV483,,31068,1,SMTR202211004847,2022-10-11 20:38:00,2022-10-11 22:28:00,,,,,,,
2022-10-11,19:11:00,20:24:00,483,,31061,1,SMTR202211004825,2022-10-11 19:11:00,2022-10-11 20:24:00,,,,,,,
2022-10-11,13:48:00,13:26:00,483,,31003,1,SMTR202211004775,2022-10-11 13:48:00,2022-10-11 13:26:00,,,,,,,
2022-10-11,16:31:00,18:14:00,254,,27199,1,SMTR202211004514,2022-10-11 16:31:00,2022-10-11 18:14:00,,,,,,,
2022-10-11,17:10:00,18:44:00,859,,30284,1,SMTR202211004249,2022-10-11 17:10:00,2022-10-11 18:44:00,,,,,,,
2022-10-11,15:37:00,17:03:00,550,,30305,1,SMTR202211004245,2022-10-11 15:37:00,2022-10-11 17:03:00,,,,,,,
2022-10-11,11:22:00,12:55:00,550,,47532,1,SMTR202211004241,2022-10-11 11:22:00,2022-10-11 12:55:00,,,,,,,
2022-10-11,16:58:00,18:26:00,550,,30280,1,SMTR202211004238,2022-10-11 16:58:00,2022-10-11 18:26:00,,,,,,,
2022-10-11,20:02:00,20:38:00,550,,30174,1,SMTR202211004236,2022-10-11 20:02:00,2022-10-11 20:38:00,,,,,,,
2022-10-11,19:23:00,20:04:00,550,,30324,1,SMTR202211004234,2022-10-11 19:23:00,2022-10-11 20:04:00,,,,,,,
2022-10-11,18:36:00,19:22:00,550,,30262,1,SMTR202211004231,2022-10-11 18:36:00,2022-10-11 19:22:00,,,,,,,
2022-10-11,17:48:00,18:36:00,550,,47455,1,SMTR202211004229,2022-10-11 17:48:00,2022-10-11 18:36:00,,,,,,,
2022-10-11,16:52:00,17:45:00,550,,30083,1,SMTR202211004226,2022-10-11 16:52:00,2022-10-11 17:45:00,,,,,,,
2022-10-11,15:16:00,16:10:00,634,,10107,1,SMTR202211004010,2022-10-11 15:16:00,2022-10-11 16:10:00,,,,,,,
2022-10-11,14:36:00,15:16:00,634,,10107,1,SMTR202211003993,2022-10-11 14:36:00,2022-10-11 15:16:00,,,,,,,
2022-10-11,05:31:00,06:15:00,793,,32557,1,SMTR202211003647,2022-10-11 05:31:00,2022-10-11 06:15:00,,,,,,,
2022-10-11,19:59:00,20:31:00,793,,32557,1,SMTR202211003646,2022-10-11 19:59:00,2022-10-11 20:31:00,,,,,,,
2022-10-11,18:55:00,19:58:00,793,,32557,1,SMTR202211003645,2022-10-11 18:55:00,2022-10-11 19:58:00,,,,,,,
2022-10-11,18:01:00,18:54:00,793,,32557,1,SMTR202211003644,2022-10-11 18:01:00,2022-10-11 18:54:00,,,,,,,
2022-10-11,16:50:00,17:51:00,793,,32561,1,SMTR202211003641,2022-10-11 16:50:00,2022-10-11 17:51:00,,,,,,,
2022-10-11,15:50:00,16:43:00,793,,32557,1,SMTR202211003640,2022-10-11 15:50:00,2022-10-11 16:43:00,,,,,,,
2022-10-11,17:45:00,18:52:00,793,,32617,1,SMTR202211003639,2022-10-11 17:45:00,2022-10-11 18:52:00,,,,,,,
2022-10-11,16:49:00,17:45:00,793,,32557,1,SMTR202211003638,2022-10-11 16:49:00,2022-10-11 17:45:00,,,,,,,
2022-10-11,19:53:00,21:10:00,779,,32621,1,SMTR202211003354,2022-10-11 19:53:00,2022-10-11 21:10:00,,,,,,,
2022-10-11,17:59:00,19:50:00,779,,32621,1,SMTR202211003353,2022-10-11 17:59:00,2022-10-11 19:50:00,,,,,,,
2022-10-11,15:55:00,17:54:00,779,,32799,1,SMTR202211003352,2022-10-11 15:55:00,2022-10-11 17:54:00,,,,,,,
2022-10-11,14:28:00,15:48:00,779,,32799,1,SMTR202211003351,2022-10-11 14:28:00,2022-10-11 15:48:00,,,,,,,
2022-10-11,12:54:00,14:21:00,779,,32799,1,SMTR202211003350,2022-10-11 12:54:00,2022-10-11 14:21:00,,,,,,,
2022-10-11,10:26:00,12:50:00,779,,32799,1,SMTR202211003349,2022-10-11 10:26:00,2022-10-11 12:50:00,,,,,,,
2022-10-11,11:11:00,13:10:00,779,,32621,1,SMTR202211003346,2022-10-11 11:11:00,2022-10-11 13:10:00,,,,,,,
2022-10-11,07:57:00,09:30:00,779,,32811,1,SMTR202211003344,2022-10-11 07:57:00,2022-10-11 09:30:00,,,,,,,
2022-10-11,21:09:00,22:10:00,779,,32811,1,SMTR202211003343,2022-10-11 21:09:00,2022-10-11 22:10:00,,,,,,,
2022-10-11,20:05:00,21:09:00,779,,32811,1,SMTR202211003342,2022-10-11 20:05:00,2022-10-11 21:09:00,,,,,,,
2022-10-11,18:09:00,19:51:00,779,,32811,1,SMTR202211003341,2022-10-11 18:09:00,2022-10-11 19:51:00,,,,,,,
2022-10-11,16:25:00,18:08:00,779,,32811,1,SMTR202211003340,2022-10-11 16:25:00,2022-10-11 18:08:00,,,,,,,
2022-10-11,21:07:00,22:09:00,779,,32811,1,SMTR202211003338,2022-10-11 21:07:00,2022-10-11 22:09:00,,,,,,,
2022-10-11,16:40:00,18:32:00,779,,32523,1,SMTR202211003335,2022-10-11 16:40:00,2022-10-11 18:32:00,,,,,,,
2022-10-11,19:29:00,21:01:00,779,,32691,1,SMTR202211003334,2022-10-11 19:29:00,2022-10-11 21:01:00,,,,,,,
2022-10-11,15:22:00,17:06:00,779,,32589,1,SMTR202211003332,2022-10-11 15:22:00,2022-10-11 17:06:00,,,,,,,
2022-10-11,13:45:00,15:09:00,779,,32589,1,SMTR202211003331,2022-10-11 13:45:00,2022-10-11 15:09:00,,,,,,,
2022-10-11,11:33:00,13:02:00,779,,32589,1,SMTR202211003330,2022-10-11 11:33:00,2022-10-11 13:02:00,,,,,,,
2022-10-11,08:07:00,09:28:00,779,,32691,1,SMTR202211003328,2022-10-11 08:07:00,2022-10-11 09:28:00,,,,,,,
2022-10-11,06:34:00,08:03:00,779,,32623,1,SMTR202211003327,2022-10-11 06:34:00,2022-10-11 08:03:00,,,,,,,
2022-10-11,12:55:00,14:25:00,779,,32738,1,SMTR202211003325,2022-10-11 12:55:00,2022-10-11 14:25:00,,,,,,,
2022-10-11,08:10:00,09:20:00,779,,32799,1,SMTR202211003316,2022-10-11 08:10:00,2022-10-11 09:20:00,,,,,,,
2022-10-12,22:15:00,22:56:00,SP550,,30250,1,SMTR202211003302,2022-10-12 22:15:00,2022-10-12 22:56:00,,,,,,,
2022-10-12,13:01:00,14:47:00,550,,30190,1,SMTR202211003301,2022-10-12 13:01:00,2022-10-12 14:47:00,,,,,,,
2022-10-12,05:23:00,06:33:00,954,,30229,1,SMTR202211003291,2022-10-12 05:23:00,2022-10-12 06:33:00,,,,,,,
2022-10-12,22:24:00,23:01:00,954,,30140,1,SMTR202211003290,2022-10-12 22:24:00,2022-10-12 23:01:00,,,,,,,
2022-10-12,22:20:00,22:57:00,954,,30289,1,SMTR202211003289,2022-10-12 22:20:00,2022-10-12 22:57:00,,,,,,,
2022-10-12,21:37:00,22:11:00,954,,30219,1,SMTR202211003286,2022-10-12 21:37:00,2022-10-12 22:11:00,,,,,,,
2022-10-12,12:20:00,13:50:00,932,,30339,1,SMTR202211003278,2022-10-12 12:20:00,2022-10-12 13:50:00,,,,,,,
2022-10-12,06:49:00,07:59:00,900,,30178,1,SMTR202211003266,2022-10-12 06:49:00,2022-10-12 07:59:00,,,,,,,
2022-10-12,21:21:00,21:58:00,900,,30216,1,SMTR202211003264,2022-10-12 21:21:00,2022-10-12 21:58:00,,,,,,,
2022-10-12,21:02:00,21:37:00,900,,30336,1,SMTR202211003261,2022-10-12 21:02:00,2022-10-12 21:37:00,,,,,,,
2022-10-12,20:56:00,21:27:00,900,,30161,1,SMTR202211003258,2022-10-12 20:56:00,2022-10-12 21:27:00,,,,,,,
2022-10-12,01:27:00,02:15:00,900,,30042,1,SMTR202211003256,2022-10-12 01:27:00,2022-10-12 02:15:00,,,,,,,
2022-10-12,01:10:00,02:09:00,880,,47714,1,SMTR202211003253,2022-10-12 01:10:00,2022-10-12 02:09:00,,,,,,,
2022-10-12,12:47:00,13:38:00,880,,47552,1,SMTR202211003250,2022-10-12 12:47:00,2022-10-12 13:38:00,,,,,,,
2022-10-12,10:22:00,11:43:00,880,,30084,1,SMTR202211003247,2022-10-12 10:22:00,2022-10-12 11:43:00,,,,,,,
2022-10-12,05:29:00,06:13:00,880,,30257,1,SMTR202211003245,2022-10-12 05:29:00,2022-10-12 06:13:00,,,,,,,
2022-10-12,16:07:00,17:07:00,863,,30263,1,SMTR202211003235,2022-10-12 16:07:00,2022-10-12 17:07:00,,,,,,,
2022-10-12,09:16:00,10:19:00,863,,30263,1,SMTR202211003233,2022-10-12 09:16:00,2022-10-12 10:19:00,,,,,,,
2022-10-12,05:59:00,06:53:00,863,,30263,1,SMTR202211003231,2022-10-12 05:59:00,2022-10-12 06:53:00,,,,,,,
2022-10-12,06:00:00,07:09:00,862,,47804,1,SMTR202211003197,2022-10-12 06:00:00,2022-10-12 07:09:00,,,,,,,
2022-10-12,01:43:00,02:44:00,862,,47776,1,SMTR202211003196,2022-10-12 01:43:00,2022-10-12 02:44:00,,,,,,,
2022-10-12,00:40:00,01:40:00,862,,47704,1,SMTR202211003194,2022-10-12 00:40:00,2022-10-12 01:40:00,,,,,,,
2022-10-12,00:34:00,01:37:00,862,,47785,1,SMTR202211003192,2022-10-12 00:34:00,2022-10-12 01:37:00,,,,,,,
2022-10-12,06:09:00,07:39:00,862,,47612,1,SMTR202211003191,2022-10-12 06:09:00,2022-10-12 07:39:00,,,,,,,
2022-10-12,22:17:00,23:29:00,862,,47612,1,SMTR202211003189,2022-10-12 22:17:00,2022-10-12 23:29:00,,,,,,,
2022-10-12,23:59:00,01:06:00,862,,47612,1,SMTR202211003188,2022-10-12 23:59:00,2022-10-12 01:06:00,,,,,,,
2022-10-12,23:26:00,00:32:00,862,,47612,1,SMTR202211003186,2022-10-12 23:26:00,2022-10-12 00:32:00,,,,,,,
2022-10-12,22:29:00,23:32:00,862,,47536,1,SMTR202211003185,2022-10-12 22:29:00,2022-10-12 23:32:00,,,,,,,
2022-10-12,23:47:00,00:49:00,859,,30284,1,SMTR202211003177,2022-10-12 23:47:00,2022-10-12 00:49:00,,,,,,,
2022-10-12,22:14:00,23:17:00,859,,30284,1,SMTR202211003176,2022-10-12 22:14:00,2022-10-12 23:17:00,,,,,,,
2022-10-12,08:53:00,10:09:00,859,,30283,1,SMTR202211003166,2022-10-12 08:53:00,2022-10-12 10:09:00,,,,,,,
2022-10-12,01:00:00,01:59:00,859,,30283,1,SMTR202211003160,2022-10-12 01:00:00,2022-10-12 01:59:00,,,,,,,
2022-10-12,00:01:00,00:58:00,859,,30283,1,SMTR202211003156,2022-10-12 00:01:00,2022-10-12 00:58:00,,,,,,,
2022-10-12,23:42:00,00:44:00,859,,30283,1,SMTR202211003154,2022-10-12 23:42:00,2022-10-12 00:44:00,,,,,,,
2022-10-12,23:11:00,00:16:00,859,,30283,1,SMTR202211003153,2022-10-12 23:11:00,2022-10-12 00:16:00,,,,,,,
2022-10-12,22:52:00,23:59:00,859,,30283,1,SMTR202211003151,2022-10-12 22:52:00,2022-10-12 23:59:00,,,,,,,
2022-10-12,13:42:00,14:49:00,844,,47689,1,SMTR202211003131,2022-10-12 13:42:00,2022-10-12 14:49:00,,,,,,,
2022-10-12,07:36:00,08:22:00,844,,47689,1,SMTR202211003130,2022-10-12 07:36:00,2022-10-12 08:22:00,,,,,,,
2022-10-12,04:41:00,05:14:00,844,,47689,1,SMTR202211003126,2022-10-12 04:41:00,2022-10-12 05:14:00,,,,,,,
2022-10-12,22:47:00,23:52:00,844,,47689,1,SMTR202211003125,2022-10-12 22:47:00,2022-10-12 23:52:00,,,,,,,
2022-10-12,05:56:00,06:47:00,844,,47689,1,SMTR202211003115,2022-10-12 05:56:00,2022-10-12 06:47:00,,,,,,,
2022-10-12,09:24:00,10:29:00,844,,47689,1,SMTR202211003114,2022-10-12 09:24:00,2022-10-12 10:29:00,,,,,,,
2022-10-12,05:08:00,05:56:00,844,,47689,1,SMTR202211003113,2022-10-12 05:08:00,2022-10-12 05:56:00,,,,,,,
2022-10-12,16:38:00,18:01:00,844,,47689,1,SMTR202211003109,2022-10-12 16:38:00,2022-10-12 18:01:00,,,,,,,
2022-10-12,11:47:00,12:08:00,844,,47689,1,SMTR202211003107,2022-10-12 11:47:00,2022-10-12 12:08:00,,,,,,,
2022-10-12,11:47:00,12:08:00,844,,47689,1,SMTR202211003105,2022-10-12 11:47:00,2022-10-12 12:08:00,,,,,,,
2022-10-12,10:42:00,11:56:00,844,,47689,1,SMTR202211003083,2022-10-12 10:42:00,2022-10-12 11:56:00,,,,,,,
2022-10-12,20:44:00,21:18:00,844,,47689,1,SMTR202211003071,2022-10-12 20:44:00,2022-10-12 21:18:00,,,,,,,
2022-10-12,19:59:00,20:34:00,844,,47689,1,SMTR202211003070,2022-10-12 19:59:00,2022-10-12 20:34:00,,,,,,,
2022-10-12,19:10:00,19:48:00,844,,47689,1,SMTR202211003069,2022-10-12 19:10:00,2022-10-12 19:48:00,,,,,,,
2022-10-12,18:28:00,18:59:00,47689,,47689,1,SMTR202211003068,2022-10-12 18:28:00,2022-10-12 18:59:00,,,,,,,
2022-10-12,12:19:00,13:26:00,309,,41313,1,SMTR202211002969,2022-10-12 12:19:00,2022-10-12 13:26:00,,,,,,,
2022-10-12,11:09:00,12:18:00,309,,41161,1,SMTR202211002968,2022-10-12 11:09:00,2022-10-12 12:18:00,,,,,,,
2022-10-12,09:50:00,10:59:00,309,,41026,1,SMTR202211002966,2022-10-12 09:50:00,2022-10-12 10:59:00,,,,,,,
2022-10-12,08:35:00,09:48:00,110,,41269,1,SMTR202211002946,2022-10-12 08:35:00,2022-10-12 09:48:00,,,,,,,
2022-10-12,07:25:00,08:26:00,831,,30229,1,SMTR202211002913,2022-10-12 07:25:00,2022-10-12 08:26:00,,,,,,,
2022-10-12,06:15:00,07:24:00,766,,30260,1,SMTR202211002911,2022-10-12 06:15:00,2022-10-12 07:24:00,,,,,,,
2022-10-12,19:46:00,20:51:00,766,,30260,1,SMTR202211002909,2022-10-12 19:46:00,2022-10-12 20:51:00,,,,,,,
2022-10-12,18:40:00,19:41:00,766,,30034,1,SMTR202211002906,2022-10-12 18:40:00,2022-10-12 19:41:00,,,,,,,
2022-10-12,17:21:00,18:25:00,766,,30298,1,SMTR202211002904,2022-10-12 17:21:00,2022-10-12 18:25:00,,,,,,,
2022-10-12,16:15:00,17:17:00,766,,30179,1,SMTR202211002900,2022-10-12 16:15:00,2022-10-12 17:17:00,,,,,,,
2022-10-12,15:01:00,16:13:00,766,,30074,1,SMTR202211002899,2022-10-12 15:01:00,2022-10-12 16:13:00,,,,,,,
2022-10-12,13:40:00,14:49:00,766,,30308,1,SMTR202211002898,2022-10-12 13:40:00,2022-10-12 14:49:00,,,,,,,
2022-10-12,08:45:00,09:46:00,766,,30236,1,SMTR202211002893,2022-10-12 08:45:00,2022-10-12 09:46:00,,,,,,,
2022-10-12,07:25:00,08:35:00,112,,41146,1,SMTR202211002890,2022-10-12 07:25:00,2022-10-12 08:35:00,,,,,,,
2022-10-12,20:39:00,21:37:00,112,,41146,1,SMTR202211002885,2022-10-12 20:39:00,2022-10-12 21:37:00,,,,,,,
2022-10-12,06:10:00,06:56:00,112,,41146,1,SMTR202211002883,2022-10-12 06:10:00,2022-10-12 06:56:00,,,,,,,
2022-10-12,08:00:00,08:50:00,309,,41313,1,SMTR202211002878,2022-10-12 08:00:00,2022-10-12 08:50:00,,,,,,,
2022-10-12,22:35:00,23:32:00,309,,41200,1,SMTR202211002876,2022-10-12 22:35:00,2022-10-12 23:32:00,,,,,,,
2022-10-12,23:28:00,00:40:00,309,,41161,1,SMTR202211002873,2022-10-12 23:28:00,2022-10-12 00:40:00,,,,,,,
2022-10-13,23:08:00,23:33:00,309,,41026,1,SMTR202211002871,2022-10-13 23:08:00,2022-10-13 23:33:00,,,,,,,
2022-10-13,20:33:00,21:05:00,110,,41426,1,SMTR202211002869,2022-10-13 20:33:00,2022-10-13 21:05:00,,,,,,,
2022-10-13,20:15:00,20:46:00,110,,41269,1,SMTR202211002868,2022-10-13 20:15:00,2022-10-13 20:46:00,,,,,,,
2022-10-13,06:34:00,08:08:00,553,,41398,1,SMTR202211002866,2022-10-13 06:34:00,2022-10-13 08:08:00,,,,,,,
2022-10-13,05:58:00,08:35:00,553,,41394,1,SMTR202211002865,2022-10-13 05:58:00,2022-10-13 08:35:00,,,,,,,
2022-10-13,23:52:00,00:50:00,553,,41356,1,SMTR202211002863,2022-10-13 23:52:00,2022-10-13 00:50:00,,,,,,,
2022-10-13,23:47:00,00:19:00,553,,41341,1,SMTR202211002860,2022-10-13 23:47:00,2022-10-13 00:19:00,,,,,,,
2022-10-13,21:35:00,22:01:00,553,,41339,1,SMTR202211002859,2022-10-13 21:35:00,2022-10-13 22:01:00,,,,,,,
2022-10-13,16:29:00,18:06:00,553,,41246,1,SMTR202211002857,2022-10-13 16:29:00,2022-10-13 18:06:00,,,,,,,
2022-10-13,14:11:00,15:30:00,553,,41010,1,SMTR202211002855,2022-10-13 14:11:00,2022-10-13 15:30:00,,,,,,,
2022-10-13,09:47:00,11:19:00,692,,30257,1,SMTR202211002852,2022-10-13 09:47:00,2022-10-13 11:19:00,,,,,,,
2022-10-13,21:16:00,22:31:00,614,,47739,1,SMTR202211002846,2022-10-13 21:16:00,2022-10-13 22:31:00,,,,,,,
2022-10-13,12:03:00,07:01:00,614,,47589,1,SMTR202211002843,2022-10-13 12:03:00,2022-10-13 07:01:00,,,,,,,
2022-10-13,19:22:00,19:35:00,613,,30054,1,SMTR202211002840,2022-10-13 19:22:00,2022-10-13 19:35:00,,,,,,,
2022-10-13,11:26:00,12:30:00,613,,30054,1,SMTR202211002832,2022-10-13 11:26:00,2022-10-13 12:30:00,,,,,,,
2022-10-13,10:32:00,11:17:00,613,,30054,1,SMTR202211002830,2022-10-13 10:32:00,2022-10-13 11:17:00,,,,,,,
2022-10-13,13:22:00,13:43:00,613,,47857,1,SMTR202211002829,2022-10-13 13:22:00,2022-10-13 13:43:00,,,,,,,
2022-10-13,06:53:00,08:10:00,613,,47685,1,SMTR202211002826,2022-10-13 06:53:00,2022-10-13 08:10:00,,,,,,,
2022-10-13,20:30:00,21:40:00,610,,47896,1,SMTR202211002822,2022-10-13 20:30:00,2022-10-13 21:40:00,,,,,,,
2022-10-13,20:00:00,21:34:00,601,,47647,1,SMTR202211002821,2022-10-13 20:00:00,2022-10-13 21:34:00,,,,,,,
2022-10-13,19:30:00,21:20:00,600,,47642,1,SMTR202211002819,2022-10-13 19:30:00,2022-10-13 21:20:00,,,,,,,
2022-10-13,19:00:00,21:11:00,600,,47550,1,SMTR202211002818,2022-10-13 19:00:00,2022-10-13 21:11:00,,,,,,,
2022-10-13,18:40:00,20:58:00,600,,47601,1,SMTR202211002816,2022-10-13 18:40:00,2022-10-13 20:58:00,,,,,,,
2022-10-13,18:20:00,20:33:00,600,,47588,1,SMTR202211002814,2022-10-13 18:20:00,2022-10-13 20:33:00,,,,,,,
2022-10-13,18:05:00,20:12:00,600,,47649,1,SMTR202211002812,2022-10-13 18:05:00,2022-10-13 20:12:00,,,,,,,
2022-10-13,13:44:00,14:57:00,600,,30029,1,SMTR202211002810,2022-10-13 13:44:00,2022-10-13 14:57:00,,,,,,,
2022-10-13,16:41:00,18:27:00,600,,30303,1,SMTR202211002808,2022-10-13 16:41:00,2022-10-13 18:27:00,,,,,,,
2022-10-13,19:47:00,20:54:00,462,,41126,1,SMTR202211002805,2022-10-13 19:47:00,2022-10-13 20:54:00,,,,,,,
